Order_ID,Customer_ID,Product_Category,Purchase_Date,Return_Date,Revenue,Unit_Sold,Status
ORD-144672,CUST-6552,Electronics,10/6/2025,,785,1,Shipped
ORD-111514,CUST-7637,Clothing,2/23/2025,,97,1,Shipped
ORD-142790,CUST-0460,Sports,11/22/2025,,680,5,Shipped
ORD-130182,CUST-1812,Electronics,3/18/2025,,6628,4,Pending
ORD-105981,CUST-6482,Electronics,7/12/2025,,1802,1,Shipped
ORD-100056,CUST-2809,Clothing,1/31/2026,,447,3,Pending
ORD-138928,CUST-5154,Electronics,3/24/2026,,$204.00 ,1,Shipped
ORD-130457,CUST-6037,Toys,7/7/2025,,180,5,Shipped
ORD-140107,CUST-4520,Home & Garden,8/15/2025,,1528,4,Shipped
ORD-105839,CUST-3829,Electronics,8/6/2024,,1728,1,Shipped
ORD-105486,CUST-5596,Home & Garden,4/19/2025,,965,5,Shipped
ORD-134348,CUST-2127,Sports,10/24/2025,11/2/2025,144,4,Returned
ORD-106898,CUST-2394,Electronics,1/30/2025,,USD 4761,3,Shipped
ORD-131253,CUST-2594,Toys,5/31/2024,,50,2,Shipped
ORD-126231,CUST-1958,Toys,5/3/2025,,380,4,Shipped
ORD-140227,CUST-2667,Toys,10/28/2024,,196,2,Pending
ORD-143687,CUST-1241,Electronics,10/1/2024,,61568 NTD,4,Cancelled
ORD-113649,CUST-6613,Electronics,12/4/2024,,2208,3,Shipped
ORD-123820,CUST-6016,Toys,2/8/2025,,140,5,Shipped
ORD-133346,CUST-2731,Home & Garden,9/24/2024,,128,1,Shipped
ORD-105670,CUST-6156,Toys,9/19/2024,,2336 NTD,1,Shipped
ORD-114915,CUST-5438,Electronics,4/28/2025,,1943,1,Shipped
ORD-119026,CUST-3528,Electronics,4/27/2024,,5604,4,Shipped
ORD-139734,CUST-2167,Home & Garden,12/25/2025,2/17/2026,861,3,Returned
ORD-137026,CUST-7160,Home & Garden,3/8/2025,,1148,4,Pending
ORD-102877,CUST-3240,Sports,9/15/2024,,295,1,Shipped
ORD-114885,CUST-5858,Sports,11/18/2024,,790,5,Shipped
ORD-127055,CUST-6167,Sports,10/27/2024,,603,3,Shipped
ORD-109083,CUST-3598,Toys,7/26/2024,8/3/2024,54,3,Returned
ORD-126529,CUST-7127,Electronics,11/1/2025,,5688,3,Shipped
ORD-106118,CUST-2866,Clothing,9/28/2025,,37,1,Shipped
ORD-104086,CUST-2769,Electronics,8/2/2024,,3112,4,Cancelled
ORD-106827,CUST-2558,Toys,1/16/2025,,58,1,Shipped
ORD-127097,CUST-4280,Toys,9/30/2025,,$500.00 ,5,Pending
ORD-131294,CUST-5321,Electronics,6/16/2025,,3200,2,Cancelled
ORD-135805,CUST-2108,Electronics,5/10/2024,,16320 NTD,1,Shipped
ORD-121571,CUST-4922,Electronics,4/23/2025,,850,1,Shipped
ORD-126277,CUST-5396,Electronics,3/27/2025,5/17/2025,6224,4,Returned
ORD-146617,CUST-6583,Toys,12/6/2025,,198,3,Shipped
ORD-129199,CUST-0338,Electronics,10/8/2024,,3636,2,Shipped
ORD-131494,CUST-7276,Clothing,1/24/2025,,381,3,Shipped
ORD-144208,CUST-1413,Clothing,1/3/2026,,16640 NTD,4,Cancelled
ORD-107955,CUST-4566,Toys,6/18/2025,6/6/2025,188,4,Returned
ORD-122217,CUST-5248,Clothing,4/6/2025,,6336 NTD,3,Shipped
ORD-126227,CUST-3683,Home & Garden,12/6/2025,,USD 243,3,Shipped
ORD-101932,CUST-4928,Toys,9/8/2025,,$94.00 ,2,Shipped
ORD-108448,CUST-5826,Sports,2/10/2026,2/22/2026,23040 NTD,5,Returned
ORD-119810,CUST-5018,Clothing,1/24/2026,,118,1,Pending
ORD-123710,CUST-5642,Electronics,5/13/2024,,1330,1,Shipped
ORD-107753,CUST-3496,Sports,5/11/2025,,1072,4,Shipped
ORD-105987,CUST-6508,Sports,3/8/2026,,968,4,Shipped
ORD-125962,CUST-5004,Sports,10/19/2025,,$446.00 ,2,Pending
ORD-101954,CUST-2613,Toys,4/17/2025,,$54.00 ,1,Shipped
ORD-123433,CUST-5547,Home & Garden,6/1/2025,,196,1,Shipped
ORD-144645,CUST-5898,Home & Garden,3/3/2025,,812,2,Cancelled
ORD-107363,CUST-4015,Clothing,6/29/2025,,170,2,Shipped
ORD-123353,CUST-5938,Home & Garden,7/8/2024,,864,2,Shipped
ORD-112539,CUST-2794,Electronics,11/18/2025,,438,2,Shipped
ORD-139384,CUST-3887,Clothing,11/4/2025,,366,3,Pending
ORD-123027,CUST-5953,Home & Garden,5/4/2025,,1070,5,Shipped
ORD-142158,CUST-3050,Home & Garden,8/13/2024,,118,2,Shipped
ORD-144774,CUST-1515,Electronics,7/16/2025,8/17/2025,3789,3,Returned
ORD-133387,CUST-6655,Toys,3/12/2025,,7392 NTD,3,Shipped
ORD-100089,CUST-2341,Clothing,2/15/2026,,120,3,Shipped
ORD-129564,CUST-5363,Home & Garden,2/24/2026,,156,3,Cancelled
ORD-119156,CUST-4800,Clothing,11/13/2024,,10560 NTD,3,Shipped
ORD-121996,CUST-7211,Toys,3/19/2025,,46,1,Shipped
ORD-121627,CUST-2493,Clothing,4/14/2025,,132,4,Shipped
ORD-132523,CUST-5822,Home & Garden,3/1/2025,3/16/2025,932,4,Returned
ORD-118525,CUST-5668,Clothing,8/6/2024,,141,1,Shipped
ORD-126485,CUST-3547,Toys,2/16/2026,,108,4,Shipped
ORD-123688,CUST-5721,Electronics,5/31/2025,,USD 2805,3,Shipped
ORD-134853,CUST-0028,Home & Garden,9/27/2025,,85,1,Shipped
ORD-139003,CUST-4803,Home & Garden,8/4/2024,8/25/2024,9600 NTD,3,Returned
ORD-118466,CUST-0657,Toys,3/23/2025,,67,1,Shipped
ORD-113012,CUST-7549,Clothing,2/4/2026,,235,5,Shipped
ORD-129016,CUST-6166,Clothing,6/9/2024,,192,2,Shipped
ORD-138901,CUST-2123,Toys,5/13/2025,,31,1,Shipped
ORD-146153,CUST-3072,Sports,8/20/2024,,229,1,Pending
ORD-108841,CUST-2248,Electronics,9/15/2024,,3020,2,Shipped
ORD-116735,CUST-6808,Electronics,10/4/2024,,3978,3,Cancelled
ORD-120525,CUST-7800,Sports,11/1/2024,,244,4,Shipped
ORD-134323,CUST-2639,Clothing,11/21/2024,,84,1,Shipped
ORD-137551,CUST-2892,Electronics,2/9/2026,,5328,3,Shipped
ORD-112413,CUST-0238,Clothing,11/1/2024,,335,5,Shipped
ORD-121823,CUST-1101,Electronics,11/14/2025,,6828,4,Shipped
ORD-132053,CUST-6019,Sports,6/2/2024,,690,5,Shipped
ORD-110258,CUST-5912,Toys,9/3/2024,,237,3,Shipped
ORD-125621,CUST-3128,Sports,10/27/2025,,476,4,Shipped
ORD-121896,CUST-0123,Clothing,7/3/2025,,476,4,Shipped
ORD-130787,CUST-0650,Toys,3/9/2025,,$475.00 ,5,Shipped
ORD-123728,CUST-1089,Home & Garden,9/1/2024,,1950,5,Shipped
ORD-112612,CUST-1816,Home & Garden,1/26/2026,,785,5,Shipped
ORD-141452,CUST-1777,Sports,5/19/2025,,831,3,Shipped
ORD-128208,CUST-2800,Electronics,2/20/2025,,3836,4,Pending
ORD-142828,CUST-1061,Toys,5/28/2024,,190,5,Shipped
ORD-129447,CUST-4019,Toys,11/6/2024,,248,4,Shipped
ORD-142932,CUST-3571,Toys,2/17/2026,,272,4,Pending
ORD-138530,CUST-6578,Toys,11/14/2024,,273,3,Shipped
ORD-105067,CUST-3597,Toys,8/20/2024,,93,1,Shipped
ORD-113926,CUST-3912,Electronics,5/11/2025,,1910,2,Shipped
ORD-142403,CUST-5281,Electronics,8/19/2024,,USD 2198,2,Shipped
ORD-108034,CUST-3157,Home & Garden,3/4/2026,,762,3,Pending
ORD-104654,CUST-2601,Sports,6/29/2025,,460,4,Shipped
ORD-113317,CUST-1902,Home & Garden,11/25/2025,,153,1,Pending
ORD-119894,CUST-7321,Electronics,3/9/2025,,46944 NTD,1,Shipped
ORD-100086,CUST-7308,Toys,6/13/2024,,10720 NTD,5,Shipped
ORD-107540,CUST-6695,Toys,3/12/2025,3/31/2025,USD 17,1,Returned
ORD-120785,CUST-7345,Toys,9/15/2025,10/19/2025,$280.00 ,4,Returned
ORD-134171,CUST-2218,Sports,1/13/2025,,580,4,Shipped
ORD-135715,CUST-4036,Home & Garden,7/22/2025,,1965,5,Cancelled
ORD-125482,CUST-6757,Sports,1/26/2026,,680,5,Shipped
ORD-145574,CUST-5330,Electronics,9/29/2024,,2390,2,Shipped
ORD-113278,CUST-0425,Home & Garden,5/20/2024,6/19/2024,400,1,Returned
ORD-137731,CUST-5724,Sports,5/5/2024,,USD 750,3,Shipped
ORD-121887,CUST-5749,Clothing,3/4/2026,2/19/2026,76,1,Returned
ORD-117637,CUST-1665,Electronics,4/26/2025,,7452,4,Shipped
ORD-122878,CUST-0287,Home & Garden,3/9/2026,,1575,5,Shipped
ORD-128477,CUST-3968,Home & Garden,9/17/2024,,710,5,Cancelled
ORD-103092,CUST-7487,Home & Garden,1/4/2026,,1047,3,Pending
ORD-143312,CUST-5750,Sports,4/28/2024,,$77.00 ,1,Shipped
ORD-118748,CUST-3658,Toys,6/30/2024,,280,5,Cancelled
ORD-103942,CUST-0614,Electronics,3/4/2026,,1377,1,Shipped
ORD-115744,CUST-1029,Sports,6/21/2024,,189,3,Shipped
ORD-116964,CUST-4415,Clothing,1/3/2025,,$270.00 ,3,Shipped
ORD-132474,CUST-3878,Clothing,1/27/2025,,88,2,Shipped
ORD-130295,CUST-4115,Clothing,1/14/2025,2/24/2025,3360 NTD,5,Returned
ORD-121406,CUST-7836,Sports,2/14/2026,,$302.00 ,2,Shipped
ORD-137762,CUST-3986,Home & Garden,3/29/2026,,182,1,Shipped
ORD-128587,CUST-2009,Toys,6/23/2024,7/26/2024,182,2,Returned
ORD-141657,CUST-4955,Home & Garden,6/1/2024,,124,1,Shipped
ORD-127586,CUST-1447,Sports,1/22/2025,,306,3,Shipped
ORD-122435,CUST-0325,Clothing,6/6/2024,,595,5,Shipped
ORD-136912,CUST-4723,Toys,1/31/2025,1/26/2025,465,5,Returned
ORD-138652,CUST-0644,Electronics,9/16/2025,,6915,5,Shipped
ORD-133414,CUST-4607,Toys,7/24/2024,,42,1,Shipped
ORD-139849,CUST-6272,Toys,5/11/2025,5/17/2025,USD 152,2,Returned
ORD-103265,CUST-1501,Electronics,2/27/2025,,USD 1908,3,Shipped
ORD-107318,CUST-6732,Electronics,6/26/2025,,4400,5,Shipped
ORD-118084,CUST-7392,Home & Garden,3/12/2026,,596,4,Shipped
ORD-116962,CUST-1742,Toys,4/5/2026,,168,2,Shipped
ORD-113102,CUST-1174,Clothing,11/8/2025,,48,2,Shipped
ORD-116837,CUST-5249,Electronics,11/13/2025,,890,1,Shipped
ORD-119805,CUST-2834,Electronics,9/23/2024,,42400 NTD,1,Shipped
ORD-125700,CUST-4013,Sports,3/9/2026,,1015,5,Shipped
ORD-137232,CUST-5527,Home & Garden,1/13/2026,,28704 NTD,3,Shipped
ORD-109580,CUST-4084,Sports,3/31/2026,,15296 NTD,2,Shipped
ORD-142734,CUST-1077,Electronics,3/11/2025,,182976 NTD,3,Shipped
ORD-138172,CUST-0783,Toys,3/26/2026,,188,2,Pending
ORD-101230,CUST-3379,Home & Garden,4/13/2026,4/30/2026,850,5,Returned
ORD-133135,CUST-0005,Sports,7/28/2025,8/23/2025,604,4,Returned
ORD-108652,CUST-0506,Electronics,12/2/2024,,5720,5,Shipped
ORD-107669,CUST-6082,Sports,6/14/2024,,109,1,Shipped
ORD-144258,CUST-0238,Electronics,4/23/2025,5/27/2025,3506,2,Returned
ORD-103177,CUST-1345,Sports,5/6/2025,,114,1,Shipped
ORD-107864,CUST-2910,Electronics,1/31/2026,,301,1,Cancelled
ORD-109775,CUST-2636,Clothing,6/7/2024,,280,4,Cancelled
ORD-145426,CUST-7741,Home & Garden,9/27/2024,,1370,5,Pending
ORD-121727,CUST-1521,Sports,8/15/2024,,1435,5,Shipped
ORD-120389,CUST-3902,Home & Garden,6/17/2024,,6976 NTD,1,Pending
ORD-109151,CUST-5824,Toys,3/29/2025,,142,2,Shipped
ORD-112163,CUST-3189,Sports,8/15/2025,,266,1,Shipped
ORD-137729,CUST-3826,Sports,8/30/2024,,88,2,Shipped
ORD-125986,CUST-1931,Home & Garden,6/29/2025,,1449,3,Shipped
ORD-121423,CUST-0682,Clothing,12/9/2024,,504,4,Shipped
ORD-122710,CUST-3960,Toys,7/8/2024,,284,4,Shipped
ORD-117448,CUST-0400,Home & Garden,3/25/2026,4/18/2026,896,4,Returned
ORD-100322,CUST-1004,Home & Garden,4/9/2026,,198,2,Shipped
ORD-124439,CUST-3556,Clothing,5/6/2025,,13184 NTD,4,Pending
ORD-107011,CUST-6421,Electronics,6/15/2024,7/4/2024,"$3,512.00 ",4,Returned
ORD-115571,CUST-5100,Sports,6/29/2024,,225,5,Shipped
ORD-100059,CUST-5781,Sports,11/4/2024,,$68.00 ,1,Pending
ORD-128889,CUST-7601,Electronics,3/12/2026,,4645,5,Shipped
ORD-103384,CUST-7171,Clothing,4/14/2025,,552,4,Shipped
ORD-110960,CUST-3158,Home & Garden,8/13/2025,,724,2,Shipped
ORD-118081,CUST-7189,Home & Garden,8/20/2024,,8128 NTD,2,Shipped
ORD-129741,CUST-7160,Toys,6/21/2024,7/30/2024,USD 51,3,Returned
ORD-136127,CUST-1438,Sports,4/8/2026,,USD 284,1,Shipped
ORD-108611,CUST-1735,Home & Garden,4/8/2026,,1612,4,Pending
ORD-125504,CUST-5763,Toys,11/8/2024,,265,5,Shipped
ORD-109249,CUST-4551,Clothing,5/17/2024,5/21/2024,148,4,Returned
ORD-102141,CUST-6398,Sports,9/27/2024,,1080,5,Shipped
ORD-137120,CUST-6176,Clothing,8/14/2025,,22,1,Shipped
ORD-125782,CUST-3914,Home & Garden,9/21/2025,,717,3,Shipped
ORD-132503,CUST-2742,Electronics,3/20/2025,,2568,2,Shipped
ORD-134852,CUST-7382,Electronics,12/7/2024,,"$9,035.00 ",5,Shipped
ORD-107224,CUST-7851,Sports,8/23/2025,,155,1,Cancelled
ORD-128322,CUST-7466,Toys,11/16/2025,,60,1,Pending
ORD-119691,CUST-5930,Electronics,4/28/2025,,1865,5,Shipped
ORD-121983,CUST-1107,Electronics,7/17/2024,,8350,5,Shipped
ORD-141393,CUST-7970,Sports,3/5/2025,,172,4,Shipped
ORD-137562,CUST-4306,Clothing,3/3/2025,3/28/2025,144,3,Returned
ORD-101531,CUST-6501,Sports,9/6/2024,,31744 NTD,4,Pending
ORD-141438,CUST-6285,Electronics,3/16/2026,4/27/2026,6385,5,Returned
ORD-102930,CUST-0923,Clothing,2/28/2026,4/2/2026,159,3,Returned
ORD-105800,CUST-7711,Sports,6/12/2024,7/23/2024,1108,4,Returned
ORD-143970,CUST-0239,Electronics,5/21/2024,,USD 2795,5,Shipped
ORD-111205,CUST-0229,Sports,11/11/2024,,4256 NTD,1,Shipped
ORD-122763,CUST-1695,Home & Garden,5/14/2024,,2325,5,Shipped
ORD-106755,CUST-2264,Electronics,10/17/2025,,6435,5,Shipped
ORD-123229,CUST-4655,Toys,5/18/2024,7/12/2024,16,1,Returned
ORD-112903,CUST-5013,Clothing,7/15/2024,,264,4,Shipped
ORD-103509,CUST-1438,Clothing,12/25/2024,2/11/2025,249,3,Returned
ORD-142363,CUST-0128,Home & Garden,10/13/2024,,1508,4,Shipped
ORD-105359,CUST-2691,Home & Garden,3/19/2026,,34080 NTD,3,Shipped
ORD-121844,CUST-1086,Electronics,3/18/2025,,1514,2,Cancelled
ORD-110321,CUST-4055,Electronics,6/8/2024,6/16/2024,765,1,Returned
ORD-133348,CUST-3728,Sports,12/18/2024,,336,2,Shipped
ORD-109705,CUST-0633,Toys,1/1/2026,,159,3,Shipped
ORD-140286,CUST-1576,Electronics,6/17/2025,,2556,2,Shipped
ORD-135747,CUST-1771,Sports,1/10/2026,,75,1,Shipped
ORD-124472,CUST-4221,Electronics,2/26/2026,,2604,3,Shipped
ORD-135174,CUST-4642,Toys,4/5/2026,,48,3,Cancelled
ORD-107835,CUST-1695,Home & Garden,9/15/2024,,1652,4,Pending
ORD-144069,CUST-4086,Home & Garden,5/11/2024,5/16/2024,$912.00 ,2,Returned
ORD-142302,CUST-3939,Home & Garden,11/14/2025,,22656 NTD,2,Shipped
ORD-113682,CUST-6291,Toys,9/25/2025,10/26/2025,152,2,Returned
ORD-140574,CUST-4856,Sports,8/18/2025,,729,3,Shipped
ORD-140342,CUST-7429,Home & Garden,10/7/2025,11/10/2025,412,4,Returned
ORD-120150,CUST-1527,Electronics,11/16/2024,,1284,4,Shipped
ORD-135899,CUST-6229,Toys,11/28/2025,12/11/2025,22,1,Returned
ORD-125908,CUST-2044,Electronics,8/19/2024,,6535,5,Shipped
ORD-138987,CUST-2930,Home & Garden,5/30/2025,,51,1,Shipped
ORD-129045,CUST-3506,Home & Garden,3/31/2025,,USD 1888,4,Shipped
ORD-116169,CUST-6312,Clothing,8/26/2025,,524,4,Shipped
ORD-111406,CUST-6650,Sports,8/1/2024,7/31/2024,540,5,Returned
ORD-141378,CUST-6079,Clothing,9/9/2025,,81,3,Shipped
ORD-138505,CUST-0510,Clothing,4/8/2025,,375,5,Shipped
ORD-130736,CUST-6859,Home & Garden,3/28/2026,5/2/2026,642,2,Returned
ORD-125625,CUST-0266,Toys,6/21/2024,,315,5,Shipped
ORD-104062,CUST-5069,Home & Garden,2/16/2026,2/14/2026,1200,4,Returned
ORD-121202,CUST-4644,Home & Garden,4/14/2025,,1347,3,Shipped
ORD-100299,CUST-1525,Sports,7/14/2025,,450,5,Shipped
ORD-133926,CUST-3729,Home & Garden,8/10/2025,,1299,3,Shipped
ORD-112840,CUST-3858,Clothing,10/20/2025,,64,2,Shipped
ORD-135556,CUST-7204,Home & Garden,8/21/2025,,972,2,Shipped
ORD-106282,CUST-4073,Toys,3/3/2026,,148,4,Shipped
ORD-128138,CUST-2769,Home & Garden,10/13/2025,,429,3,Shipped
ORD-132041,CUST-7279,Clothing,7/19/2024,,130,2,Shipped
ORD-136031,CUST-6909,Electronics,5/2/2025,,2890,2,Pending
ORD-102499,CUST-3081,Sports,3/15/2026,,182,1,Shipped
ORD-131864,CUST-5976,Toys,1/17/2025,2/10/2025,385,5,Returned
ORD-133575,CUST-1219,Toys,7/7/2024,,225,3,Shipped
ORD-119533,CUST-5377,Home & Garden,9/12/2025,,1425,3,Cancelled
ORD-101339,CUST-3387,Sports,7/18/2024,8/21/2024,135,3,Returned
ORD-100294,CUST-3328,Home & Garden,12/31/2024,,130,2,Shipped
ORD-146014,CUST-7537,Toys,6/25/2024,,267,3,Shipped
ORD-145773,CUST-4519,Clothing,5/22/2024,,USD 198,3,Cancelled
ORD-104073,CUST-4410,Toys,11/16/2024,,165,3,Shipped
ORD-116154,CUST-0896,Home & Garden,5/22/2024,6/4/2024,574,2,Returned
ORD-113523,CUST-5364,Toys,11/11/2024,,138,3,Shipped
ORD-129013,CUST-0315,Home & Garden,5/15/2025,,2200,5,Pending
ORD-130310,CUST-3323,Home & Garden,5/30/2024,6/5/2024,37632 NTD,3,Returned
ORD-129020,CUST-3357,Clothing,3/23/2026,,504,4,Shipped
ORD-139245,CUST-5070,Clothing,11/19/2025,,372,3,Shipped
ORD-117926,CUST-3444,Home & Garden,5/27/2025,7/21/2025,964,4,Returned
ORD-129717,CUST-5721,Clothing,9/9/2024,,USD 285,5,Shipped
ORD-111627,CUST-1961,Home & Garden,7/26/2024,,446,1,Cancelled
ORD-127227,CUST-3239,Home & Garden,12/25/2024,,123,1,Shipped
ORD-143518,CUST-5425,Electronics,1/10/2026,,5148,4,Shipped
ORD-144838,CUST-0468,Sports,3/22/2026,,1185,5,Shipped
ORD-121022,CUST-1171,Home & Garden,1/7/2025,,304,4,Pending
ORD-104917,CUST-2718,Sports,8/27/2025,,230,2,Shipped
ORD-110547,CUST-7663,Clothing,1/30/2025,,32,1,Shipped
ORD-145867,CUST-3510,Home & Garden,9/29/2024,,708,2,Cancelled
ORD-118124,CUST-5358,Home & Garden,8/4/2024,7/18/2024,USD 1820,4,Returned
ORD-118377,CUST-4717,Toys,7/20/2024,,100,1,Shipped
ORD-129265,CUST-0365,Home & Garden,4/17/2024,,786,3,Pending
ORD-129351,CUST-1802,Home & Garden,2/12/2026,,189,3,Cancelled
ORD-142855,CUST-1863,Home & Garden,8/21/2025,,436,4,Shipped
ORD-134690,CUST-7178,Clothing,9/17/2025,,188,2,Shipped
ORD-111568,CUST-7824,Clothing,5/23/2025,,7552 NTD,2,Shipped
ORD-109017,CUST-5249,Sports,3/11/2026,,278,1,Shipped
ORD-100381,CUST-3350,Clothing,4/2/2026,5/19/2026,USD 460,4,Returned
ORD-107714,CUST-2492,Sports,6/19/2024,,860,4,Shipped
ORD-112189,CUST-5649,Home & Garden,2/25/2025,,77,1,Shipped
ORD-110748,CUST-1745,Clothing,4/15/2025,,5440 NTD,2,Shipped
ORD-141770,CUST-3378,Clothing,9/23/2025,,178,2,Shipped
ORD-128713,CUST-6754,Electronics,8/26/2024,,1296,2,Shipped
ORD-141250,CUST-0520,Toys,6/7/2025,6/14/2025,396,4,Returned
ORD-133693,CUST-4561,Sports,3/8/2026,,236,2,Shipped
ORD-112955,CUST-3712,Home & Garden,10/30/2025,,479,1,Shipped
ORD-121123,CUST-4969,Home & Garden,2/11/2025,,534,2,Pending
ORD-144916,CUST-2546,Electronics,4/25/2024,,4436,4,Shipped
ORD-111356,CUST-4581,Toys,1/18/2026,,64,4,Shipped
ORD-137591,CUST-6084,Clothing,9/22/2025,,305,5,Cancelled
ORD-126068,CUST-6800,Sports,5/22/2024,5/16/2024,354,3,Returned
ORD-145902,CUST-2981,Electronics,2/10/2025,,6320,4,Shipped
ORD-108187,CUST-1562,Electronics,7/27/2024,,1958,1,Shipped
ORD-142274,CUST-1695,Toys,12/7/2025,,97,1,Shipped
ORD-144151,CUST-5895,Home & Garden,9/4/2025,,"$2,035.00 ",5,Pending
ORD-141234,CUST-1143,Toys,6/6/2024,,176,2,Shipped
ORD-126065,CUST-5141,Electronics,5/5/2025,,1113,1,Shipped
ORD-143881,CUST-2756,Sports,1/14/2026,,89,1,Pending
ORD-114827,CUST-5055,Toys,4/10/2025,,1440 NTD,1,Cancelled
ORD-145778,CUST-5129,Sports,7/10/2024,,318,3,Shipped
ORD-127943,CUST-1546,Home & Garden,4/18/2025,5/21/2025,1308,3,Returned
ORD-135592,CUST-4356,Home & Garden,7/1/2025,,1748,4,Shipped
ORD-146678,CUST-7081,Sports,6/26/2024,,13920 NTD,5,Shipped
ORD-109153,CUST-0867,Toys,1/15/2026,,130,5,Shipped
ORD-106072,CUST-5259,Toys,2/11/2026,,115,5,Shipped
ORD-136462,CUST-3681,Home & Garden,1/30/2025,,USD 148,1,Shipped
ORD-111463,CUST-2717,Home & Garden,1/8/2025,,950,2,Shipped
ORD-110046,CUST-5786,Sports,11/27/2024,,376,2,Pending
ORD-115843,CUST-7432,Clothing,3/31/2026,,27,1,Shipped
ORD-113966,CUST-4456,Toys,5/3/2025,,52,1,Pending
ORD-126103,CUST-3309,Electronics,8/9/2025,,4540,5,Shipped
ORD-141697,CUST-5201,Electronics,4/26/2025,,148032 NTD,3,Shipped
ORD-135807,CUST-7771,Electronics,7/3/2024,8/26/2024,34304 NTD,4,Returned
ORD-134244,CUST-0327,Home & Garden,12/25/2024,,688,4,Shipped
ORD-109329,CUST-5520,Clothing,7/25/2025,,USD 276,4,Shipped
ORD-108356,CUST-0134,Sports,2/12/2026,,219,3,Shipped
ORD-147846,CUST-0429,Home & Garden,4/24/2024,,27392 NTD,2,Shipped
ORD-124895,CUST-4328,Sports,6/7/2024,,1116,4,Shipped
ORD-135338,CUST-6235,Clothing,12/14/2024,,174,2,Shipped
ORD-106344,CUST-6271,Home & Garden,4/20/2024,6/4/2024,765,3,Returned
ORD-101611,CUST-1720,Electronics,6/22/2024,,685,1,Shipped
ORD-121788,CUST-1668,Electronics,1/7/2026,12/13/2025,2780,2,Returned
ORD-131198,CUST-7237,Electronics,11/7/2024,,912,4,Shipped
ORD-132521,CUST-2667,Clothing,7/21/2025,,16800 NTD,5,Shipped
ORD-131292,CUST-1530,Electronics,10/12/2024,,5523,3,Shipped
ORD-137881,CUST-1884,Toys,4/28/2025,,124,4,Shipped
ORD-125266,CUST-3687,Electronics,11/17/2024,,1656,3,Cancelled
ORD-141810,CUST-0766,Home & Garden,8/5/2025,,$950.00 ,2,Shipped
ORD-109955,CUST-2722,Home & Garden,3/8/2026,3/25/2026,1244,4,Returned
ORD-114595,CUST-5390,Home & Garden,10/1/2025,,"$1,710.00 ",5,Shipped
ORD-104486,CUST-3333,Clothing,9/15/2025,,USD 212,4,Pending
ORD-141608,CUST-7976,Sports,1/27/2025,,860,5,Cancelled
ORD-108979,CUST-3000,Toys,2/12/2025,,4992 NTD,4,Shipped
ORD-135701,CUST-3331,Home & Garden,5/3/2025,6/19/2025,1880,5,Returned
ORD-144675,CUST-7656,Toys,4/3/2025,,13,1,Shipped
ORD-127215,CUST-7685,Clothing,11/22/2025,,405,5,Shipped
ORD-122980,CUST-1702,Toys,10/25/2024,,1632 NTD,1,Shipped
ORD-136397,CUST-7438,Toys,4/7/2026,5/21/2026,340,4,Returned
ORD-137935,CUST-0256,Electronics,5/8/2024,4/18/2024,1230,5,Returned
ORD-106059,CUST-6699,Electronics,8/28/2025,9/10/2025,3924,2,Returned
ORD-116436,CUST-0418,Clothing,11/18/2025,,100,5,Cancelled
ORD-140194,CUST-5662,Clothing,12/25/2025,,USD 75,1,Shipped
ORD-131568,CUST-7487,Home & Garden,11/27/2024,,2295,5,Shipped
ORD-137594,CUST-5147,Electronics,5/27/2024,,1758,2,Shipped
ORD-147623,CUST-5834,Toys,4/1/2026,,43,1,Shipped
ORD-131647,CUST-0503,Home & Garden,6/8/2024,,672,4,Cancelled
ORD-144545,CUST-1160,Clothing,12/17/2024,,153,3,Shipped
ORD-120281,CUST-7217,Electronics,6/25/2024,,"$7,720.00 ",5,Shipped
ORD-123630,CUST-5469,Electronics,7/31/2025,,"$1,223.00 ",1,Shipped
ORD-122633,CUST-7554,Clothing,10/26/2024,,85,1,Shipped
ORD-139503,CUST-6939,Clothing,10/16/2025,,8064 NTD,4,Shipped
ORD-121383,CUST-5265,Clothing,4/22/2024,,288,4,Cancelled
ORD-105815,CUST-4457,Clothing,6/4/2024,,93,3,Shipped
ORD-131517,CUST-0716,Clothing,2/6/2025,,258,2,Shipped
ORD-133578,CUST-2898,Sports,8/16/2024,10/2/2024,43200 NTD,5,Returned
ORD-107219,CUST-2016,Home & Garden,10/21/2024,11/28/2024,61,1,Returned
ORD-113932,CUST-6075,Toys,3/6/2025,,$128.00 ,4,Shipped
ORD-127197,CUST-6062,Clothing,6/24/2024,,460,5,Shipped
ORD-137051,CUST-2212,Toys,7/16/2025,,66,1,Shipped
ORD-107543,CUST-6197,Electronics,12/27/2025,,661,1,Shipped
ORD-114224,CUST-2194,Clothing,11/12/2024,,255,3,Shipped
ORD-135883,CUST-5623,Electronics,8/12/2025,,3646,2,Shipped
ORD-102927,CUST-1087,Home & Garden,6/15/2025,,306,2,Shipped
ORD-112108,CUST-7627,Electronics,2/9/2026,,5228,4,Shipped
ORD-102698,CUST-3873,Sports,11/21/2025,,930,5,Shipped
ORD-109383,CUST-7677,Sports,9/22/2024,,93,3,Shipped
ORD-129398,CUST-5734,Home & Garden,1/23/2026,,"$1,376.00 ",4,Shipped
ORD-134703,CUST-2886,Electronics,2/6/2026,,1568,4,Pending
ORD-111199,CUST-5804,Sports,1/29/2025,,12160 NTD,4,Shipped
